,individual_wikidata_id,decade,region_name,count_works,occupation,century,count
12758,Q1065745,1800,France,10.0,Painter,1800,10.0
12759,Q1065745,1800,Northwestern Europe,10.0,Painter,1800,10.0
12794,Q1065775,1840,France,16.0,Painter,1800,16.0
12795,Q1065775,1840,Northwestern Europe,16.0,Painter,1800,16.0
12822,Q10658585,1790,Northwestern Europe,39.0,Painter,1800,39.0
12823,Q10658585,1790,United Kingdom,39.0,Painter,1800,39.0
12903,Q106603,1860,German world,17.0,Writer,1900,17.0
12905,Q106603,1860,Northwestern Europe,17.0,Writer,1900,17.0
13116,Q106635539,1880,Northwestern Europe,8.0,Writer,1900,8.0
13117,Q106635539,1880,United Kingdom,8.0,Writer,1900,8.0
13266,Q106652644,1850,Northwestern Europe,5.0,Writer,1800,5.0
13267,Q106652644,1850,United Kingdom,5.0,Writer,1800,5.0
13270,Q1066528,1870,France,7.0,Writer,1900,7.0
13271,Q1066528,1870,Northwestern Europe,7.0,Writer,1900,7.0
13304,Q1066580,1670,France,81.0,Painter,1700,81.0
13305,Q1066580,1670,Northwestern Europe,81.0,Painter,1700,81.0
13328,Q1066638,1840,Low countries,23.0,Painter,1800,23.0
13330,Q1066638,1840,Northwestern Europe,23.0,Painter,1800,23.0
13344,Q1066663,1850,France,52.0,Writer,1800,52.0
13345,Q1066663,1850,Northwestern Europe,52.0,Writer,1800,52.0
13372,Q106674070,1880,Northwestern Europe,27.0,Writer,1900,27.0
13373,Q106674070,1880,United Kingdom,27.0,Writer,1900,27.0
13461,Q106685724,1880,Low countries,6.0,Painter,1900,6.0
13463,Q106685724,1880,Northwestern Europe,6.0,Painter,1900,6.0
13478,Q106685923,1760,France,5.0,Painter,1800,5.0
13479,Q106685923,1760,Northwestern Europe,5.0,Painter,1800,5.0
13583,Q1067,1300,Italy,274.0,Writer,1300,274.0
13584,Q1067,1300,Southwestern Europe,274.0,Writer,1300,274.0
13602,Q106711,1810,German world,13.0,Writer,1800,13.0
13604,Q106711,1810,Northwestern Europe,13.0,Writer,1800,13.0
13855,Q106812,1850,Nordic countries,12.0,Writer,1800,12.0
13856,Q106812,1850,Northwestern Europe,12.0,Writer,1800,12.0
13957,Q106837,1180,Nordic countries,11.0,Writer,1200,11.0
13958,Q106837,1180,Northwestern Europe,11.0,Writer,1200,11.0
13998,Q106851,1470,Low countries,193.0,Painter,1500,193.0
13999,Q106851,1470,Northwestern Europe,193.0,Painter,1500,193.0
14100,Q106897,1860,German world,11.0,Writer,1900,11.0
14102,Q106897,1860,Northwestern Europe,11.0,Writer,1900,11.0
14141,Q106910,1820,German world,52.0,Writer,1800,52.0
14143,Q106910,1820,Northwestern Europe,52.0,Writer,1800,52.0
14231,Q1069608,1860,Northwestern Europe,19.0,Painter,1900,19.0
14232,Q1069608,1860,United Kingdom,19.0,Painter,1900,19.0
14276,Q1069914,1160,Northern China,54.0,Writer,1200,54.0
14277,Q1069914,1160,Chinese world,54.0,Writer,1200,54.0
14334,Q107008901,1860,Northwestern Europe,14.0,Writer,1900,14.0
14335,Q107008901,1860,United Kingdom,14.0,Writer,1900,14.0
14611,Q107094502,1870,Northwestern Europe,89.0,Writer,1900,89.0
14612,Q107094502,1870,United Kingdom,89.0,Writer,1900,89.0
14629,Q1071000,1560,Italy,4.0,Painter,1600,4.0
14630,Q1071000,1560,Southwestern Europe,4.0,Painter,1600,4.0
14757,Q107169254,1800,Italy,4.0,Painter,1800,4.0
14758,Q107169254,1800,Southwestern Europe,4.0,Painter,1800,4.0
14775,Q1071718,950,Northern China,6.0,Writer,1000,6.0
14776,Q1071718,950,Chinese world,6.0,Writer,1000,6.0
14895,Q107261483,1790,Northwestern Europe,23.0,Painter,1800,23.0
14902,Q107264655,1850,France,6.0,Painter,1800,6.0
14903,Q107264655,1850,Northwestern Europe,6.0,Painter,1800,6.0
14909,Q107275,1790,German world,24.0,Writer,1800,24.0
14911,Q107275,1790,Northwestern Europe,24.0,Writer,1800,24.0
14967,Q107297,1860,German world,23.0,Writer,1900,23.0
14969,Q107297,1860,Northwestern Europe,23.0,Writer,1900,23.0
14983,Q10730195,1660,Low countries,28.0,Painter,1700,28.0
14984,Q10730195,1660,Northwestern Europe,28.0,Painter,1700,28.0
15021,Q1073101,1580,Italy,7.0,Painter,1600,7.0
15022,Q1073101,1580,Southwestern Europe,7.0,Painter,1600,7.0
15253,Q1074290,1840,France,3331.0,Painter,1800,3331.0
15254,Q1074290,1840,Northwestern Europe,3331.0,Painter,1800,3331.0
15303,Q1074555,1680,Italy,6.0,Painter,1700,6.0
15304,Q1074555,1680,Southwestern Europe,6.0,Painter,1700,6.0
15332,Q1074727,890,Southern China,15.0,Writer,900,15.0
15333,Q1074727,890,Yangtze,15.0,Writer,900,15.0
15334,Q1074727,890,Chinese world,15.0,Writer,900,15.0
15863,Q10773635,1860,Central Europe,8.0,Writer,1900,8.0
15872,Q1077403,1400,Italy,35.0,Painter,1400,35.0
15873,Q1077403,1400,Southwestern Europe,35.0,Painter,1400,35.0
15966,Q1078015,1510,Southern Japan,25.0,Painter,1500,25.0
15967,Q1078015,1510,Japan,25.0,Painter,1500,25.0
16038,Q107877,1850,German world,14.0,Painter,1800,14.0
16040,Q107877,1850,Northwestern Europe,14.0,Painter,1800,14.0
16133,Q1079053,1840,Central Europe,18.0,Painter,1800,18.0
16277,Q1079595,1840,German world,28.0,Painter,1800,28.0
16279,Q1079595,1840,Northwestern Europe,28.0,Painter,1800,28.0
16395,Q1079809,1750,German world,77.0,Painter,1800,77.0
16397,Q1079809,1750,Northwestern Europe,77.0,Painter,1800,77.0
16578,Q1080028,1760,Central Europe,4.0,Musician,1800,4.0
16610,Q1080120,1800,German world,4.0,Sculptor,1800,4.0
16612,Q1080120,1800,Northwestern Europe,4.0,Sculptor,1800,4.0
16654,Q1080223,1550,Italy,4.0,Sculptor,1600,4.0
16655,Q1080223,1550,Southwestern Europe,4.0,Sculptor,1600,4.0
16733,Q1080425,1850,German world,12.0,Writer,1800,12.0
16734,Q1080425,1850,Northwestern Europe,12.0,Writer,1800,12.0
16855,Q1080700,1870,German world,4.0,Painter,1900,4.0
16857,Q1080700,1870,Northwestern Europe,4.0,Painter,1900,4.0
16951,Q1080913,1800,German world,19.0,Writer,1800,19.0
16953,Q1080913,1800,Northwestern Europe,19.0,Writer,1800,19.0
16971,Q1080941,1750,German world,49.0,Painter,1800,49.0
16973,Q1080941,1750,Northwestern Europe,49.0,Painter,1800,49.0
16984,Q1081011,1850,Italy,5.0,Painter,1800,5.0
16985,Q1081011,1850,Southwestern Europe,5.0,Painter,1800,5.0
17032,Q1081139,1700,Italy,7.0,Painter,1700,7.0
17033,Q1081139,1700,Southwestern Europe,7.0,Painter,1700,7.0
17187,Q10816489,1840,Central Europe,4.0,Painter,1800,4.0
17192,Q10816714,1620,Northern China,5.0,Writer,1600,5.0
17193,Q10816714,1620,Chinese world,5.0,Writer,1600,5.0
17264,Q1081889,1870,German world,11.0,Painter,1900,11.0
17266,Q1081889,1870,Northwestern Europe,11.0,Painter,1900,11.0
17271,Q1081904,1730,German world,30.0,Painter,1700,30.0
17272,Q1081904,1730,Northwestern Europe,30.0,Painter,1700,30.0
17315,Q108206,1660,Northwestern Europe,60.0,Writer,1700,60.0
17316,Q108206,1660,United Kingdom,60.0,Writer,1700,60.0
17385,Q1082324,1730,German world,83.0,Painter,1700,83.0
17386,Q1082324,1730,Northwestern Europe,83.0,Painter,1700,83.0
17404,Q1082360,1770,German world,26.0,Painter,1800,26.0
17406,Q1082360,1770,Northwestern Europe,26.0,Painter,1800,26.0
17583,Q1083096,1690,Italy,7.0,Painter,1700,7.0
17584,Q1083096,1690,Southwestern Europe,7.0,Painter,1700,7.0
17595,Q1083104,1640,Italy,4.0,Architect,1600,4.0
17596,Q1083104,1640,Southwestern Europe,4.0,Architect,1600,4.0
17636,Q1083362,1570,Italy,4.0,Architect,1600,4.0
17637,Q1083362,1570,Southwestern Europe,4.0,Architect,1600,4.0
17659,Q10836181,1750,Nordic countries,8.0,Painter,1800,8.0
17660,Q10836181,1750,Northwestern Europe,8.0,Painter,1800,8.0
17827,Q108440,1860,German world,8.0,Painter,1900,8.0
17829,Q108440,1860,Northwestern Europe,8.0,Painter,1900,8.0
17987,Q1084847,1720,Italy,12.0,Sculptor,1700,12.0
17988,Q1084847,1720,Southwestern Europe,12.0,Sculptor,1700,12.0
18246,Q10853959,1880,Central Europe,5.0,Writer,1900,5.0
18358,Q1085550,1590,German world,30.0,Painter,1600,30.0
18359,Q1085550,1590,Northwestern Europe,30.0,Painter,1600,30.0
18368,Q1085578,1790,Central Europe,52.0,Painter,1800,52.0
18499,Q10859124,1880,Central Europe,19.0,Writer,1900,19.0
18645,Q1086318,1880,France,4.0,Writer,1900,4.0
18646,Q1086318,1880,Northwestern Europe,4.0,Writer,1900,4.0
18683,Q10864445,1370,Chinese world,70.0,Writer,1400,70.0
18687,Q108648,1820,German world,4.0,Painter,1800,4.0
18689,Q108648,1820,Northwestern Europe,4.0,Painter,1800,4.0
18778,Q1086734,1770,Italy,4.0,Sculptor,1800,4.0
18779,Q1086734,1770,Southwestern Europe,4.0,Sculptor,1800,4.0
18782,Q1086744,1720,Italy,23.0,Painter,1700,23.0
18783,Q1086744,1720,Southwestern Europe,23.0,Painter,1700,23.0
18825,Q10869241,1460,Chinese world,4.0,Performing Artist,1500,4.0
19235,Q1088737,1750,Italy,5.0,Writer,1800,5.0
19236,Q1088737,1750,Southwestern Europe,5.0,Writer,1800,5.0
19288,Q10889254,740,Southern China,245.0,Writer,700,245.0
19289,Q10889254,740,Yangtze,245.0,Writer,700,245.0
19290,Q10889254,740,Chinese world,245.0,Writer,700,245.0
19309,Q1089033,1620,Italy,6.0,Painter,1600,6.0
19310,Q1089033,1620,Southwestern Europe,6.0,Painter,1600,6.0
19339,Q10891683,1740,Chinese world,4.0,Writer,1700,4.0
19355,Q108926,1530,Italy,4.0,Writer,1500,4.0
19356,Q108926,1530,Southwestern Europe,4.0,Writer,1500,4.0
19454,Q109061,1610,Italy,285.0,Painter,1600,285.0
19455,Q109061,1610,Southwestern Europe,285.0,Painter,1600,285.0
19535,Q1091136,1590,Italy,8.0,Painter,1600,8.0
19536,Q1091136,1590,Southwestern Europe,8.0,Painter,1600,8.0
19538,Q10911464,1730,Chinese world,4.0,Writer,1700,4.0
19562,Q10914484,1620,Low countries,7.0,Writer,1600,7.0
19564,Q10914484,1620,Northwestern Europe,7.0,Writer,1600,7.0
19583,Q10917118,1390,Southern Japan,4.0,Painter,1400,4.0
19584,Q10917118,1390,Japan,4.0,Painter,1400,4.0
19625,Q1091989,1860,France,31.0,Performing Artist,1900,31.0
19626,Q1091989,1860,Northwestern Europe,31.0,Performing Artist,1900,31.0
19632,Q10920442,1270,Southern China,5.0,Writer,1300,5.0
19633,Q10920442,1270,Yangtze,5.0,Writer,1300,5.0
19634,Q10920442,1270,Chinese world,5.0,Writer,1300,5.0
19635,Q10920879,1510,Chinese world,4.0,Painter,1500,4.0
19637,Q10921064,1090,Southern China,12.0,Writer,1100,12.0
19638,Q10921064,1090,Yangtze,12.0,Writer,1100,12.0
19639,Q10921064,1090,Chinese world,12.0,Writer,1100,12.0
19659,Q1092358,1640,Italy,8.0,Painter,1600,8.0
19660,Q1092358,1640,Southwestern Europe,8.0,Painter,1600,8.0
19667,Q109244,1080,German world,5.0,Writer,1100,5.0
19669,Q109244,1080,Northwestern Europe,5.0,Writer,1100,5.0
19743,Q1093121,970,Persian world,4.0,Writer,1000,4.0
19744,Q1093129,1640,Low countries,118.0,Painter,1600,118.0
19746,Q1093129,1640,Northwestern Europe,118.0,Painter,1600,118.0
19876,Q1093817,1750,France,5.0,Painter,1800,5.0
19877,Q1093817,1750,Northwestern Europe,5.0,Painter,1800,5.0
19961,Q1094527,1400,Italy,5.0,Painter,1400,5.0
19962,Q1094527,1400,Southwestern Europe,5.0,Painter,1400,5.0
19999,Q1094674,1620,Low countries,75.0,Painter,1600,75.0
20001,Q1094674,1620,Northwestern Europe,75.0,Painter,1600,75.0
20032,Q1094837,1860,German world,16.0,Writer,1900,16.0
20034,Q1094837,1860,Northwestern Europe,16.0,Writer,1900,16.0
20108,Q1095270,1660,Northern Japan,4.0,Writer,1700,4.0
20109,Q1095270,1660,Japan,4.0,Writer,1700,4.0
20136,Q109540,1870,German world,378.0,Painter,1900,378.0
20138,Q109540,1870,Northwestern Europe,378.0,Painter,1900,378.0
20216,Q1095862,1830,Northwestern Europe,66.0,Painter,1800,66.0
20217,Q1095862,1830,United Kingdom,66.0,Painter,1800,66.0
20231,Q109594,-60,Latin World,39.0,Writer,-100,39.0
20233,Q109594,-60,Southwestern Europe,39.0,Writer,-100,39.0
20236,Q1095959,1660,Low countries,10.0,Sculptor,1700,10.0
20237,Q1095959,1660,Northwestern Europe,10.0,Sculptor,1700,10.0
20243,Q109598,-20,Latin World,8.0,Writer,0,8.0
20245,Q109598,-20,Southwestern Europe,8.0,Writer,0,8.0
20346,Q10964291,1520,Italy,11.0,Painter,1500,11.0
20347,Q10964291,1520,Southwestern Europe,11.0,Painter,1500,11.0
20450,Q1096818,1840,France,39.0,Painter,1800,39.0
20451,Q1096818,1840,Northwestern Europe,39.0,Painter,1800,39.0
20461,Q109684701,1800,Northwestern Europe,58.0,Painter,1800,58.0
20462,Q109684701,1800,United Kingdom,58.0,Painter,1800,58.0
20495,Q109712,1850,German world,4.0,Performing Artist,1800,4.0
20497,Q109712,1850,Northwestern Europe,4.0,Performing Artist,1800,4.0
20518,Q1097187,1510,Italy,51.0,Painter,1500,51.0
20519,Q1097187,1510,Southwestern Europe,51.0,Painter,1500,51.0
20569,Q10978867,1560,Chinese world,5.0,Painter,1600,5.0
20595,Q109804068,1820,Northwestern Europe,30.0,Sculptor,1800,30.0
20596,Q109804068,1820,United Kingdom,30.0,Sculptor,1800,30.0
20631,Q10981250,1880,Central Europe,21.0,Writer,1900,21.0
20718,Q1098330,1860,France,12.0,Writer,1900,12.0
20719,Q1098330,1860,Northwestern Europe,12.0,Writer,1900,12.0
20913,Q1098756,1570,Italy,4.0,Painter,1600,4.0
20914,Q1098756,1570,Southwestern Europe,4.0,Painter,1600,4.0
21422,Q1099411,1860,Central Europe,7.0,Painter,1900,7.0
21505,Q1099909,1870,German world,12.0,Writer,1900,12.0
21507,Q1099909,1870,Northwestern Europe,12.0,Writer,1900,12.0
22633,Q110081895,1850,Low countries,14.0,Painter,1800,14.0
22635,Q110081895,1850,Northwestern Europe,14.0,Painter,1800,14.0
23446,Q1101574,1800,Central Europe,6.0,Painter,1800,6.0
23723,Q110175675,1850,France,4.0,Painter,1800,4.0
23724,Q110175675,1850,Northwestern Europe,4.0,Painter,1800,4.0
24025,Q110176111,1870,East Slavic,4.0,Painter,1900,4.0
24192,Q110176515,1840,Chinese world,38.0,Painter,1800,38.0
24274,Q11017754,1880,Nordic countries,4.0,Painter,1900,4.0
24275,Q11017754,1880,Northwestern Europe,4.0,Painter,1900,4.0
24342,Q1102060,1850,Northwestern Europe,31.0,Writer,1800,31.0
24343,Q1102060,1850,United Kingdom,31.0,Writer,1800,31.0
24476,Q110213,1880,German world,7.0,Writer,1900,7.0
24478,Q110213,1880,Northwestern Europe,7.0,Writer,1900,7.0
25539,Q110228,1880,East Slavic,10.0,Painter,1900,10.0
25684,Q1102800,1850,Central Europe,14.0,Writer,1800,14.0
25859,Q11037576,1880,Southwestern Europe,9.0,Sculptor,1900,9.0
25860,Q11037576,1880,Spain,9.0,Sculptor,1900,9.0
25931,Q11040687,1680,Southwestern Europe,16.0,Painter,1700,16.0
25932,Q11040687,1680,Spain,16.0,Painter,1700,16.0
25996,Q11042161,1860,Southern China,16.0,Painter,1900,16.0
25997,Q11042161,1860,Chinese world,16.0,Painter,1900,16.0
26006,Q11042295,1660,Southern China,12.0,Writer,1700,12.0
26007,Q11042295,1660,Chinese world,12.0,Writer,1700,12.0
26295,Q110611,1880,France,11.0,Painter,1900,11.0
26296,Q110611,1880,Northwestern Europe,11.0,Painter,1900,11.0
26336,Q110634,1870,Central Europe,28.0,Writer,1900,28.0
26360,Q1106516,1850,Central Europe,5.0,Writer,1800,5.0
26363,Q11065307,1880,Central Europe,8.0,Writer,1900,8.0
26376,Q11065945,1860,Central Europe,7.0,Writer,1900,7.0
26379,Q110659790,1790,Northwestern Europe,5.0,Sculptor,1800,5.0
26380,Q110659790,1790,United Kingdom,5.0,Sculptor,1800,5.0
26387,Q11066587,1300,Northern China,4.0,Writer,1300,4.0
26388,Q11066587,1300,Chinese world,4.0,Writer,1300,4.0
26394,Q1106690,1710,Low countries,14.0,Painter,1700,14.0
26396,Q1106690,1710,Northwestern Europe,14.0,Painter,1700,14.0
26417,Q11067506,830,Northern China,35.0,Writer,800,35.0
26418,Q11067506,830,Chinese world,35.0,Writer,800,35.0
26426,Q11067741,1800,Chinese world,32.0,Painter,1800,32.0
26449,Q11068290,1610,Southern China,121.0,Painter,1600,121.0
26450,Q11068290,1610,Yangtze,121.0,Painter,1600,121.0
26451,Q11068290,1610,Chinese world,121.0,Painter,1600,121.0
26453,Q1106830,1590,Italy,6.0,Painter,1600,6.0
26454,Q1106830,1590,Southwestern Europe,6.0,Painter,1600,6.0
26467,Q11068832,1610,Chinese world,9.0,Painter,1600,9.0
26481,Q11069019,1760,Chinese world,96.0,Painter,1800,96.0
26482,Q11069023,1750,Chinese world,16.0,Painter,1800,16.0
26499,Q1106973,1880,Southwestern Europe,101.0,Painter,1900,101.0
26500,Q1106973,1880,Spain,101.0,Painter,1900,101.0
26513,Q110698963,1830,Northwestern Europe,141.0,Painter,1800,141.0
26514,Q110698963,1830,United Kingdom,141.0,Painter,1800,141.0
26527,Q110701399,1880,Northwestern Europe,423.0,Painter,1900,423.0
26528,Q110701399,1880,United Kingdom,423.0,Painter,1900,423.0
26546,Q11070740,1660,Southern China,4.0,Painter,1700,4.0
26547,Q11070740,1660,Yangtze,4.0,Painter,1700,4.0
26548,Q11070740,1660,Chinese world,4.0,Painter,1700,4.0
26553,Q11070833,1600,Chinese world,1201.0,Writer,1600,1201.0
26569,Q1107117,1580,Italy,9.0,Painter,1600,9.0
26570,Q1107117,1580,Southwestern Europe,9.0,Painter,1600,9.0
26581,Q110723918,1710,Northwestern Europe,4.0,Sculptor,1700,4.0
26582,Q110723918,1710,United Kingdom,4.0,Sculptor,1700,4.0
26585,Q110724085,1840,Northwestern Europe,9.0,Sculptor,1800,9.0
26586,Q110724085,1840,United Kingdom,9.0,Sculptor,1800,9.0
26645,Q11074281,220,Northern China,16.0,Writer,200,16.0
26646,Q11074281,220,Chinese world,16.0,Writer,200,16.0
26918,Q1108307,1480,Low countries,26.0,Painter,1500,26.0
26919,Q1108307,1480,Northwestern Europe,26.0,Painter,1500,26.0
26938,Q11084707,1730,Chinese world,67.0,Painter,1700,67.0
26943,Q11084989,1700,Chinese world,357.0,Writer,1700,357.0
27031,Q11089447,1030,Southern China,17.0,Writer,1000,17.0
27032,Q11089447,1030,Chinese world,17.0,Writer,1000,17.0
27086,Q1109324,1700,Low countries,9.0,Painter,1700,9.0
27088,Q1109324,1700,Northwestern Europe,9.0,Painter,1700,9.0
27137,Q11094003,1660,Southern China,65.0,Painter,1700,65.0
27138,Q11094003,1660,Yangtze,65.0,Painter,1700,65.0
27139,Q11094003,1660,Chinese world,65.0,Painter,1700,65.0
27144,Q11094213,1410,Southern China,27.0,Writer,1400,27.0
27145,Q11094213,1410,Yangtze,27.0,Writer,1400,27.0
27146,Q11094213,1410,Chinese world,27.0,Writer,1400,27.0
27159,Q11094767,1490,Chinese world,10.0,Writer,1500,10.0
27160,Q11094899,1070,Southern China,9.0,Painter,1100,9.0
27161,Q11094899,1070,Yangtze,9.0,Painter,1100,9.0
27162,Q11094899,1070,Chinese world,9.0,Painter,1100,9.0
27236,Q1109745,1800,Central Europe,4.0,Writer,1800,4.0
27315,Q1110203,1880,Low countries,13.0,Painter,1900,13.0
27316,Q1110203,1880,Northwestern Europe,13.0,Painter,1900,13.0
27476,Q1110840,1860,German world,8.0,Painter,1900,8.0
27477,Q1110840,1860,Northwestern Europe,8.0,Painter,1900,8.0
27492,Q11109045,1640,Southern China,4.0,Writer,1600,4.0
27493,Q11109045,1640,Yangtze,4.0,Writer,1600,4.0
27494,Q11109045,1640,Chinese world,4.0,Writer,1600,4.0
27586,Q1111424,1690,Italy,6.0,Painter,1700,6.0
27587,Q1111424,1690,Southwestern Europe,6.0,Painter,1700,6.0
27627,Q1111591,1840,Central Europe,4.0,Painter,1800,4.0
28051,Q11137485,1880,Central Europe,9.0,Writer,1900,9.0
28068,Q1113798,1830,Central Europe,7.0,Painter,1800,7.0
28089,Q1113837,1830,France,6.0,Writer,1800,6.0
28090,Q1113837,1830,Northwestern Europe,6.0,Writer,1800,6.0
28092,Q1113845,1860,Central Europe,11.0,Painter,1900,11.0
28175,Q11143681,1650,Chinese world,4.0,Painter,1600,4.0
28251,Q11147294,1160,Southern China,15.0,Writer,1200,15.0
28252,Q11147294,1160,Chinese world,15.0,Writer,1200,15.0
28323,Q1115113,1460,Italy,5.0,Painter,1500,5.0
28324,Q1115113,1460,Southwestern Europe,5.0,Painter,1500,5.0
28379,Q1115387,1870,Portugal,5.0,Writer,1900,5.0
28380,Q1115387,1870,Southwestern Europe,5.0,Writer,1900,5.0
28587,Q111610802,1740,Central Europe,11.0,Painter,1700,11.0
28608,Q1116328,1660,Italy,6.0,Painter,1700,6.0
28609,Q1116328,1660,Southwestern Europe,6.0,Painter,1700,6.0
28631,Q1116409,1870,Northwestern Europe,18.0,Painter,1900,18.0
28632,Q1116409,1870,United Kingdom,18.0,Painter,1900,18.0
28859,Q1117749,1280,Italy,9.0,Painter,1300,9.0
28860,Q1117749,1280,Southwestern Europe,9.0,Painter,1300,9.0
28862,Q11177591,1780,Chinese world,52.0,Writer,1800,52.0
28863,Q111780,1880,German world,23.0,Writer,1900,23.0
28865,Q111780,1880,Northwestern Europe,23.0,Writer,1900,23.0
28910,Q1118055,1800,Northwestern Europe,6.0,Writer,1800,6.0
28911,Q1118055,1800,United Kingdom,6.0,Writer,1800,6.0
28954,Q1118436,1690,France,7.0,Painter,1700,7.0
28955,Q1118436,1690,Northwestern Europe,7.0,Painter,1700,7.0
28995,Q1118848,1880,France,5.0,Writer,1900,5.0
28996,Q1118848,1880,Northwestern Europe,5.0,Writer,1900,5.0
29014,Q1119290,1480,Italy,12.0,Sculptor,1500,12.0
29015,Q1119290,1480,Southwestern Europe,12.0,Sculptor,1500,12.0
29045,Q1119589,1610,Italy,56.0,Painter,1600,56.0
29046,Q1119589,1610,Southwestern Europe,56.0,Painter,1600,56.0
29048,Q1119641,1880,German world,7.0,Painter,1900,7.0
29050,Q1119641,1880,Northwestern Europe,7.0,Painter,1900,7.0
29173,Q1120995,1880,German world,5.0,Painter,1900,5.0
29175,Q1120995,1880,Northwestern Europe,5.0,Painter,1900,5.0
29228,Q112136,1880,German world,78.0,Writer,1900,78.0
29230,Q112136,1880,Northwestern Europe,78.0,Writer,1900,78.0
29239,Q112156,1870,German world,14.0,Writer,1900,14.0
29240,Q112156,1870,Northwestern Europe,14.0,Writer,1900,14.0
29267,Q11218175,1870,Central Europe,13.0,Performing Artist,1900,13.0
29282,Q1121895,1540,Italy,24.0,Painter,1500,24.0
29283,Q1121895,1540,Southwestern Europe,24.0,Painter,1500,24.0
29286,Q112191,1830,German world,10.0,Writer,1800,10.0
29287,Q112191,1830,Northwestern Europe,10.0,Writer,1800,10.0
29305,Q112204,1760,German world,6.0,Painter,1800,6.0
29307,Q112204,1760,Northwestern Europe,6.0,Painter,1800,6.0
29317,Q11221270,1880,Central Europe,9.0,Writer,1900,9.0
29331,Q112228629,1880,Italy,7.0,Writer,1900,7.0
29332,Q112228629,1880,Southwestern Europe,7.0,Writer,1900,7.0
29342,Q112250,1690,Low countries,52.0,Painter,1700,52.0
29343,Q112250,1690,Northwestern Europe,52.0,Painter,1700,52.0
29533,Q11244592,1830,Nordic countries,23.0,Painter,1800,23.0
29534,Q11244592,1830,Northwestern Europe,23.0,Painter,1800,23.0
29667,Q112535,1880,German world,40.0,Writer,1900,40.0
29669,Q112535,1880,Northwestern Europe,40.0,Writer,1900,40.0
29681,Q1125422,1860,Central Europe,8.0,Painter,1900,8.0
29731,Q1125747,1850,Southwestern Europe,4.0,Writer,1800,4.0
29732,Q1125747,1850,Spain,4.0,Writer,1800,4.0
29738,Q1125856,1790,Northwestern Europe,4.0,Writer,1800,4.0
29739,Q1125856,1790,United Kingdom,4.0,Writer,1800,4.0
29776,Q1126773,1520,German world,31.0,Painter,1500,31.0
