,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
366,1550,United Kingdom,4.6,1191.7489679191094,1019.6714036068954,1375.4413734722075,39,8.478260869565219,221.66769643628163,259.07586259111076,299.00899423308863,re_united_kingdom,1654
367,1560,United Kingdom,4.67,1730.4762731873795,1490.995510095009,1985.6303238510752,65,13.9186295503212,319.2709871723788,370.55166449408557,425.18850617796045,re_united_kingdom,1753
368,1570,United Kingdom,4.739999999999999,1336.806164024174,1158.3500037952745,1524.8390687067451,47,9.915611814345993,244.37763793149253,282.0266168827372,321.6960060562754,re_united_kingdom,1737
369,1580,United Kingdom,4.8100000000000005,1706.6289891319825,1490.596425227524,1934.8899850634791,122,25.36382536382536,309.8953067001089,354.80852164906076,402.26403015872745,re_united_kingdom,1716
370,1590,United Kingdom,4.88,1063.468560006849,936.6235590697884,1198.08559132745,69,14.139344262295083,191.93105718643204,217.92388524730512,245.5093424851332,re_united_kingdom,1558
371,1600,United Kingdom,4.95,1778.7381535404113,1576.4092732632805,1990.9681532216152,166,33.535353535353536,318.4665198511678,359.341041119275,402.2157885296192,re_united_kingdom,1691
372,1610,United Kingdom,5.12,1416.0637158587958,1262.7190580703598,1576.9525876558846,119,23.2421875,246.62481602936714,276.5749445036711,307.99855227653995,re_united_kingdom,1919
373,1620,United Kingdom,5.29,1690.0060431715906,1516.8308743680168,1875.07305388167,142,26.843100189035916,286.7355150034058,319.4718418093744,354.45615385286766,re_united_kingdom,1842
374,1630,United Kingdom,5.46,1245.0812501069931,1122.9414602752188,1374.4019038835136,84,15.384615384615385,205.66693411634043,228.03685899395478,251.72196041822593,re_united_kingdom,1416
375,1640,United Kingdom,5.63,1420.3887224285495,1285.2150816563803,1560.766229945309,184,32.682060390763766,228.2797658359468,252.28929350418287,277.22313142900697,re_united_kingdom,1683
376,1650,United Kingdom,5.8,1116.094755795525,1013.7990475160232,1221.2322065776166,136,23.448275862068968,174.79293922690056,192.4301303095733,210.55727699614079,re_united_kingdom,1446
377,1660,United Kingdom,5.99,1541.9407899648113,1406.8617254914666,1680.8017101593282,181,30.21702838063439,234.868401584552,257.41916360013545,280.6012871718411,re_united_kingdom,1578
378,1670,United Kingdom,6.18,1309.5587580226306,1197.7967547354458,1424.7468885028584,117,18.932038834951456,193.81824510282294,211.90271165414737,230.54156771890914,re_united_kingdom,1934
379,1680,United Kingdom,6.37,1652.9341346724177,1517.3307992555674,1796.0994300818077,174,27.315541601255887,238.1994975283465,259.48730528609383,281.9622339217908,re_united_kingdom,2209
380,1690,United Kingdom,6.56,1467.0224988004163,1349.1006389062318,1591.7578787437474,118,17.98780487804878,205.6555851991207,223.63147847567322,242.64601810118103,re_united_kingdom,2386
381,1700,United Kingdom,6.75,2375.9433338949616,2189.2992607615765,2574.184459460115,182,26.962962962962962,324.34063122393724,351.9916050214758,381.36066066075773,re_united_kingdom,2412
382,1710,United Kingdom,6.85,1978.1883963430255,1826.8562885751296,2140.416704036553,153,22.335766423357665,266.6943486970992,288.7866272033614,312.4695918301537,re_united_kingdom,2066
383,1720,United Kingdom,6.949999999999999,2685.0232438016424,2481.4446274677166,2900.0761971891275,208,29.928057553956837,357.04239244139814,386.3342796836896,417.27715067469467,re_united_kingdom,2715
384,1730,United Kingdom,7.050000000000001,2292.948134129949,2123.4827919057366,2470.742363072574,185,26.241134751773046,301.2032328944307,325.2408700893544,350.4599096556842,re_united_kingdom,2538
385,1740,United Kingdom,7.15,3904.081835996515,3626.180752066161,4195.417028549424,320,44.75524475524475,507.1581471421204,546.0254316079042,586.7716123845348,re_united_kingdom,2526
386,1750,United Kingdom,7.25,3633.351075096799,3386.870064490756,3891.5242970706345,235,32.41379310344828,467.15449165389737,501.15187242714467,536.7619720097426,re_united_kingdom,2702
387,1760,United Kingdom,7.95,4636.390494201622,4337.553294249248,4950.63903770675,407,51.19496855345912,545.6041879558803,583.1937728555499,622.7218915354402,re_united_kingdom,2915
388,1770,United Kingdom,8.65,4411.763460904174,4138.864177878738,4693.438053900528,347,40.115606936416185,478.4814078472529,510.030457907997,542.5939946705812,re_united_kingdom,2952
389,1780,United Kingdom,9.35,5850.176748987804,5513.550676547512,6198.919978027188,608,65.02673796791444,589.6845643366323,625.6873528329202,662.9860939066511,re_united_kingdom,3049
390,1790,United Kingdom,10.05,6237.180353525474,5908.339154621584,6574.045106844319,483,48.05970149253731,587.8944432459288,620.6149605497984,654.1338414770466,re_united_kingdom,3072
391,1800,United Kingdom,10.75,9817.55464612838,9346.169253037282,10304.99618820534,670,62.325581395348834,869.4110933057937,913.2608973142678,958.6042965772409,re_united_kingdom,3343
392,1810,United Kingdom,12.8,9580.15733323711,9137.76883602855,10023.236188088444,656,51.25,713.8881903147304,748.4497916591491,783.0653271944096,re_united_kingdom,3478
393,1820,United Kingdom,14.85,13424.680104817047,12800.237116380828,14054.984136793537,951,64.04040404040404,861.9688293859143,904.0188622772423,946.463578235255,re_united_kingdom,3306
394,1830,United Kingdom,16.9,10982.220404513931,10420.581189824505,11569.327469213897,934,55.26627218934912,616.6024372677222,649.8355268943155,684.5755898943135,re_united_kingdom,3550
395,1840,United Kingdom,18.95,14199.521191378311,13326.145797928935,15113.580689647531,1505,79.41952506596306,703.226691183585,749.3151024474043,797.5504321713737,re_united_kingdom,4018
396,1850,United Kingdom,21.0,7104.978192755867,6556.004385285391,7682.530023579018,1462,69.61904761904762,312.19068501359004,338.3322948931365,365.8347630275723,re_united_kingdom,4332
397,1820,Spain,12.9,6676.983951195189,6070.620473717403,7321.191880088869,159,12.325581395348836,470.5907343966979,517.59565513141,567.5342542704549,re_spain,1600
