,N_est,lower,upper,decade,region
1766,7.236468266473738,6.404075736201263,8.137304880323363,1160,Nordic countries
1767,80.31229712192156,71.18468924259878,90.12998741268592,1180,Nordic countries
1768,36.970711360199104,32.814492615916144,41.43282218190893,1200,Nordic countries
1769,7.452367813802348,6.615868746462787,8.349142504286949,1210,Nordic countries
1770,7.519035994717497,6.680128306814605,8.425032218786011,1220,Nordic countries
1771,15.359673684514362,13.643664392016111,17.24365654546498,1240,Nordic countries
1772,7.77515765143169,6.90332233285844,8.730070392785274,1250,Nordic countries
1773,7.881296790389795,7.006110629779916,8.838260839519437,1260,Nordic countries
1774,7.998521658291561,7.110971112274868,8.966597453517192,1270,Nordic countries
1775,24.37979650309476,21.676692114450947,27.308301385790767,1280,Nordic countries
1776,27.32366402730155,24.491485058266512,30.43420791328669,1340,Nordic countries
1777,9.720480066059729,8.75889529597664,10.76670173191198,1370,Nordic countries
1778,9.93978526649763,8.967694744948412,10.982998792498398,1380,Nordic countries
1779,20.79458807051733,18.808566146431005,22.8816338485446,1400,Nordic countries
1780,10.633963396003098,9.629008988597434,11.684984755083788,1410,Nordic countries
1781,10.874736506205531,9.86290296990566,11.94721420738314,1420,Nordic countries
1782,45.45796485941384,41.36541575875098,49.76239276112216,1440,Nordic countries
1783,12.101536965144554,11.049480242723073,13.221252814106736,1470,Nordic countries
1784,135.76522244406613,124.08875913843352,148.11919978521937,1480,Nordic countries
1785,25.613646294565285,23.413542170443872,27.904879857353173,1500,Nordic countries
1786,79.42089006405091,72.63688421058313,86.34175132069669,1520,Nordic countries
1787,80.60468715331037,73.79121396493157,87.63114411651628,1530,Nordic countries
1788,272.33947377078846,249.41642286174587,296.04637398772576,1540,Nordic countries
1789,110.2669674457187,101.1396795935199,119.77096771147536,1550,Nordic countries
1790,139.3127845329124,127.87371651663472,151.2251659373666,1560,Nordic countries
1791,98.41080469851214,90.38381315474172,106.7653993509391,1570,Nordic countries
1792,396.5817596566069,364.3238923987861,429.60017230139664,1580,Nordic countries
1793,142.45050060212162,131.02119114125523,154.20964665843425,1590,Nordic countries
1794,500.62926474556696,461.0181601101529,541.7061762772369,1600,Nordic countries
1795,301.1543346366034,277.558041460655,325.47771006047464,1610,Nordic countries
1796,603.0049520089966,555.9651032383225,651.3713705291933,1620,Nordic countries
1797,373.22407847330544,344.4831007980455,402.9768465607376,1630,Nordic countries
1798,917.4170762275926,847.8640024084243,989.123430808139,1640,Nordic countries
1799,471.8456872484514,436.5986298054293,508.3609899474918,1650,Nordic countries
1800,840.5986683086744,778.6888541703242,905.238848227254,1660,Nordic countries
1801,765.9054465492485,709.5344989911086,824.3436111489772,1670,Nordic countries
1802,1227.388156923675,1136.9815183537746,1320.563493274738,1680,Nordic countries
1803,770.232852480595,713.9534509004134,828.5128529854385,1690,Nordic countries
1804,1211.7784955928394,1124.4959265217426,1303.521112450206,1700,Nordic countries
1805,857.3137098492854,795.273241122366,921.9570138601796,1710,Nordic countries
1806,1166.3147840381912,1082.475486073865,1253.439456385953,1720,Nordic countries
1807,1048.0515127880733,972.6921284771844,1126.521321312674,1730,Nordic countries
1808,2186.702475346218,2029.5010116100843,2350.779500091537,1740,Nordic countries
1809,1913.914748355146,1775.391091008269,2057.345360099212,1750,Nordic countries
1810,2972.465691821991,2758.200914985829,3193.810029034699,1760,Nordic countries
1811,2289.3495596600173,2123.611759465021,2460.2154178505325,1770,Nordic countries
1812,3353.0743928456136,3109.9001528910367,3601.2140179895164,1780,Nordic countries
1813,3053.964919238911,2833.272938422208,3277.879884284404,1790,Nordic countries
1814,3492.203567780836,3241.1484955081146,3746.619922972976,1800,Nordic countries
1815,3198.6139969139404,2970.677123962666,3428.7728416767995,1810,Nordic countries
1816,4315.4046016430575,4006.4873181273792,4627.636964146679,1820,Nordic countries
1817,4451.581337489564,4136.146233174647,4769.897648039554,1830,Nordic countries
1818,6501.303616495326,6042.987389667764,6963.809085113947,1840,Nordic countries
1819,6906.5892501351855,6425.064247539806,7405.556857771347,1850,Nordic countries
1820,9879.514806470075,9186.401930497865,10601.932606768423,1860,Nordic countries
